SrNo,MenuName,Icon,ISDDM,AccessTo,ControllerName,ActionName,IsActive,EntryBy,EntryDate,Position
472,,,,13.0,TeamMemberActivity,Create,True,PIS02419,2023-05-08 17:58:08.137,
71,,,,15.0,ProjectProfile,Create,True,p200002,2021-10-07 18:07:28.680,
385,,,,10.0,Forum,GrantPBAccess,True,PIS02419,2022-10-21 17:58:39.123,
249,,,,37.0,ResourceTrnsfr_Prmnt,BenchTrail,True,PIS200002,2022-01-20 18:19:57.610,
396,,,,11.0,QC,TradeList,True,PIS02419,2022-11-08 14:31:41.757,
514,,,,14.0,Support,ResetUserToCognito,True,PIS03082,2023-06-21 14:44:29.940,
350,,,,10.0,Forum,SaveForumComment,True,PIS02069,2022-08-29 14:23:25.927,
452,,,,21.0,Dashboard,OverTime,True,PIS03082,2023-03-13 17:08:14.940,
512,,,,14.0,Support,AddUserToCognito,True,PIS03082,2023-06-21 14:43:31.023,
37,,,,11.0,Project_AreaZone,Create,True,p200002,2021-10-05 17:55:08.800,
256,,,,10.0,ResourceTransfer,OSDTransfer,True,PIS200002,2022-02-03 14:38:59.010,
207,,,,29.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.327,
426,,,,17.0,Support,DownloadFailedData,True,PIS03082,2022-12-20 17:32:26.573,
180,,,,10.0,HrOneImage,1234,True,PIS200002,2021-12-04 12:06:04.477,
56,,,,13.0,IdleHour,Create,True,p200002,2021-10-05 18:10:00.880,
387,,,,11.0,TLProjectReport,Browser,True,PIS03082,2022-11-01 19:05:21.393,
470,,,,37.0,Dashboard,TotalOverTime,True,PIS03082,2023-04-21 17:48:09.767,
304,,,,10.0,Exporter,JobLoadDetailsPercentageExport,True,PIS03082,2022-03-28 14:15:36.863,
507,,,,27.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.173,
307,,,,10.0,ProjectExecn,ServiceContractor,True,PIS03082,2022-04-05 10:44:13.953,
247,,,,28.0,ResourceTrnsfr_Prmnt,BenchTrail,True,PIS200002,2022-01-20 18:19:57.557,
446,,,,10.0,PMAssignTL,UpdateAllEndDate,True,PIS03082,2023-01-23 18:08:33.733,
439,,,,37.0,RFI,Logs,True,PIS02419,2023-01-10 19:23:33.357,
354,,,,36.0,RMFeedback,GetProjectByPDH,True,PIS03082,2022-09-06 10:17:59.147,
34,Master Setup,"<i class=""fas fa-cogs""></i>
",True,,,,True,p200002,2021-10-05 17:45:39.037,6.0
356,,,,36.0,RMReport,ViewClient,True,PIS03082,2022-09-06 18:07:42.540,
60,,,,13.0,BackLog,Index,True,p200002,2021-10-07 17:57:47.177,
43,,,,11.0,TLProjectActivityDetails,Index,True,p200002,2021-10-05 17:57:30.513,
133,,,,33.0,Project_Awarding_Data_Sheet,Details,True,PIS200002,2021-11-29 15:29:40.177,
364,,,,10.0,Support,MemberList,True,PIS03082,2022-09-17 08:21:33.580,
330,,,,33.0,ResourceTrnsfr_Prmnt,MyBenchMembers,True,PIS02419,2022-05-26 17:51:34.230,
333,,,,28.0,ResourceTrnsfr_Prmnt,saveUptoDate,True,PIS02419,2022-05-26 17:51:34.230,
72,,,,15.0,ProjectProfile,Edit,True,p200002,2021-10-07 18:07:37.347,
294,,,,28.0,COE,Index,True,pis02419,2022-03-08 12:08:27.507,
36,,,,11.0,TLProjectReport,Details,True,p200002,2021-10-05 17:53:23.560,
29,,,,28.0,COENBA,Create,True,p200002,2021-10-05 15:35:28.107,
199,,,,13.0,ILReports,Member_Requisition,True,PIS02419,2022-01-07 10:44:54.060,
82,,,,15.0,State,Edit,True,p200002,2021-10-07 18:15:28.990,
438,,,,28.0,RFI,Logs,True,PIS02419,2023-01-10 19:23:33.327,
443,,,,10.0,Invoice,ApprovedInvoicePDHs,True,PIS03082,2023-01-17 14:15:52.887,
114,,,,13.0,TeamMemberActivity,SaveLog,True,PIS200002,2021-11-26 17:24:44.953,
173,,,,11.0,ILReports,Details,True,PIS200002,2021-12-03 15:19:53.787,
517,,,,13.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:27.197,
35,Allocate Resource,"<i class=""icon-arrow-right""></i>",False,11.0,TLProjectReport,Index,True,p200002,2021-10-05 17:50:16.820,
391,,,,10.0,RFI,Index,True,PIS02419,2022-11-04 08:17:17.223,
442,,,,15.0,ProjectProfile,FinishProjectRejectList,True,PIS03082,2023-01-17 09:44:57.357,
220,,,,23.0,ResourceTrnsfr_Prmnt,Details,True,PIS02419,2022-01-15 17:20:06.513,
17,,,,17.0,AccessArea,DelAccess,True,PIS00792,2021-10-01 10:48:19.973,
136,,,,15.0,ClientProf,Create,True,PIS200002,2021-11-29 16:59:08.580,
59,,,,11.0,BackLog,Index,True,p200002,2021-10-07 17:57:47.153,
28,COE Hour,"<i class=""fas fa-clock""></i>
",False,28.0,COENBA,Index,True,p200002,2021-10-05 15:34:35.750,
490,,,,11.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.623,
386,,,,10.0,Forum,GrantPBAccess,True,PIS02419,2022-10-21 17:58:39.123,
8,,,,17.0,AccessArea,SpecialAccessSubMenu,True,PIS00792,2021-09-30 15:08:06.577,
238,,,,10.0,ResourceTrnsfr_Prmnt,BenchSummary,True,PIS200002,2022-01-20 17:40:34.547,
373,,,,34.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.607,
76,,,,15.0,ClientContact,Create,True,p200002,2021-10-07 18:10:55.080,
130,,,,33.0,NBA_Authorization,Create,True,PIS200002,2021-11-29 15:21:11.267,
467,,,,13.0,RFI,Edit,True,PIS03082,2023-04-15 15:09:18.667,
402,,,,15.0,ProjectProfile,ContractUpdate_List,True,PIS03082,2022-11-08 16:04:26.007,
41,,,,11.0,TLProjectActivityDetails,Create,True,p200002,2021-10-05 17:56:54.473,
390,,,,11.0,RFI,Create,True,PIS02419,2022-11-04 08:17:05.127,
212,,,,23.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.140,
38,,,,11.0,Project_AreaZone,Index,True,p200002,2021-10-05 17:55:36.250,
19,Report,"<i class=""fas fa-clipboard-list""></i>
",True,,,,True,p200002,2021-10-05 11:46:14.470,22.0
481,,,,,,,,PIS03082,2023-05-25 14:25:46.310,
128,,,,33.0,COEAudit2019,Create,True,PIS200002,2021-11-29 15:06:58.973,
51,,,,11.0,Project_NBA,Create,True,p200002,2021-10-05 18:08:56.580,
183,,,,17.0,Backlog,Delete,True,PIS200002,2021-12-14 09:57:21.923,
494,,,,37.0,Invoice,InvoiceGenerator,True,PIS03082,2023-05-30 16:20:58.223,
140,,,,14.0,Master_ITFLocation,Edit,True,PIS200002,2021-11-29 17:27:09.767,
134,,,,15.0,Project_Awarding_Data_Sheet,Details,True,PIS200002,2021-11-29 16:50:26.837,
208,,,,34.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.357,
203,,,,15.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.203,
169,,,,11.0,IdleHour,Edit,True,PIS200002,2021-12-02 18:42:24.997,
398,,,,15.0,ProjectProfile,ApproveContractUpdate,True,PIS03082,2022-11-08 16:03:27.763,
408,,,,11.0,QC,SaveCheckList,True,PIS02419,2022-11-10 11:56:12.003,
444,,,,17.0,Invoice,InvoicereportRegionWise,True,PIS03082,2023-01-19 10:30:58.893,
236,,,,37.0,ResourceTransfer,Delete,True,PIS02419,2022-01-19 14:21:33.917,
237,,,,15.0,Invoice,wildcard_OutstandingInvoice_pdh,True,PIS02069,2022-01-19 17:36:17.987,
473,,,,23.0,Exporter,ApproveInvoiceExport,True,PIS03082,2023-05-10 12:49:02.530,
166,,,,13.0,ILAssignment,Create,True,PIS200002,2021-12-02 18:33:50.960,
394,,,,10.0,ProjectExecn,ContractUpdate,True,PIS03082,2022-11-08 12:13:09.663,
83,,,,15.0,Countries,Create,True,p200002,2021-10-07 18:15:45.043,
230,,,,23.0,ResourceTransfer,Delete,True,PIS02419,2022-01-19 14:21:33.773,
195,,,,15.0,ProjectProfile,ApproveOrder,True,PIS02419,2021-12-29 12:31:16.430,
404,,,,23.0,Invoice,InvoiceForAccount,True,PIS03082,2022-11-10 10:46:29.557,
455,,,,28.0,Exporter,coescoreExport,True,PIS02419,2023-03-30 16:53:52.900,
291,,,,15.0,ProjectProfile,processRequest,True,PIS03082,2022-02-24 12:31:40.180,
129,,,,28.0,NBA_Authorization,Create,True,PIS200002,2021-11-29 15:21:11.257,
465,,,,13.0,RFI,RFILIst,True,PIS03082,2023-04-15 14:12:21.197,
170,,,,13.0,IdleHour,Edit,True,PIS200002,2021-12-02 18:42:25.027,
112,,,,13.0,Leave,Create,True,PIS200002,2021-11-26 17:21:55.700,
178,,,,10.0,ProjectExecn,wildcard_Team_Declaration,True,PIS200002,2021-12-04 11:25:45.217,
429,,,,17.0,Support,ProjectBrowserSupport,True,PIS02419,2022-12-21 17:11:15.027,
308,,,,27.0,SpecialReport,ServiceContractorReport,True,PIS03082,2022-04-05 15:58:42.020,
101,,,,10.0,PMAssignTL,Index,True,PIS200002,2021-11-26 15:44:06.317,
266,,,,28.0,Exporter,RaisedFeedback,True,PIS200002,2022-02-07 14:36:51.247,
191,,,,10.0,ProjectExecn,ChangeRequest,True,PIS02419,2021-12-28 12:08:38.757,
282,,,,11.0,ILAssignment,Delete_Requisition,True,PIS02419,2022-02-23 15:16:48.460,
257,,,,34.0,ResourceTransfer,OSDTransfer,True,PIS02069,2022-02-03 18:06:09.623,
90,Testimonials,"<i class=""icon-arrow-right""></i>",False,35.0,ClientFeedback2021,wildcard_FeedbackDetails,True,p200002,2021-10-09 12:11:26.410,
338,,,,15.0,ProjectBreakdown,DeleteProjectBreakup,True,PIS03082,2022-07-18 10:17:41.060,
410,,,,23.0,Invoice,RejectInvoice,True,PIS03082,2022-11-10 14:15:20.597,
478,,,,11.0,PMActivity,list,True,PIS02419,2023-05-18 11:14:20.647,
141,Approval,"<i class=""fas fa-clipboard-check""></i>",True,,,,True,P200002,2021-11-30 17:48:09.453,
448,,,,,,,,PIS02419,2023-02-13 12:21:49.407,
328,,,,37.0,ResourceTrnsfr_Prmnt,MyBenchMembers,True,PIS02419,2022-05-26 17:51:34.230,
277,,,,11.0,OutputRegister,SubmissionDateall,True,PIS02069,2022-02-19 11:49:36.607,
383,,,,10.0,Forum,Access,True,PIS02419,2022-10-20 11:42:46.630,
428,,,,34.0,Support,ProjectBrowserSupport,True,PIS02419,2022-12-21 17:03:42.077,
245,,,,10.0,ResourceTrnsfr_Prmnt,BenchTrail,True,PIS200002,2022-01-20 18:19:57.470,
278,,,,28.0,OutputRegister,projectlist,True,PIS02419,2022-02-21 09:58:48.537,
255,,,,10.0,Invoice,CoordinationMeeting,True,PIS200002,2022-02-02 12:44:39.307,
411,,,,23.0,Invoice,DisapproveInvoice,True,PIS03082,2022-11-10 14:15:33.833,
300,,,,28.0,COE,Viewsheet,True,PIS02419,2022-03-19 12:01:59.560,
50,Log,"<i class=""icon-arrow-right""></i>",True,,,,True,p200002,2021-10-05 18:06:40.357,
223,,,,29.0,ResourceTrnsfr_Prmnt,Details,True,PIS02419,2022-01-15 17:20:06.590,
164,,,,13.0,ILAssignment,Index,True,PIS200002,2021-12-02 18:32:54.380,
451,,,,13.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.963,
265,,,,28.0,Exporter,EligibleProjects,True,PIS200002,2022-02-07 14:22:51.127,
340,,,,17.0,Ping,checkCookie,True,PIS03082,2022-07-27 14:46:25.097,
349,,,,10.0,Forum,Index,True,PIS02069,2022-08-29 14:23:09.183,
74,,,,15.0,ClientProf,Edit,True,p200002,2021-10-07 18:10:24.713,
131,,,,33.0,NBA_Authorization,Edit,True,PIS200002,2021-11-29 15:21:35.827,
284,,,,17.0,Support,EmpData,True,PIS02419,2022-02-24 12:10:46.863,
290,,,,15.0,ProjectProfile,FinishProjectRequest,True,PIS03082,2022-02-24 12:31:40.180,
18,,,,17.0,AccessArea,DelSpecial,True,PIS00792,2021-10-01 10:48:35.200,
389,,,,10.0,RFI,Create,True,PIS02419,2022-11-04 08:17:05.097,
374,,,,35.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.637,
367,,,,10.0,Invoice,FillInvoice,True,PIS03082,2022-09-20 10:54:28.983,
184,COE Project Review,"<i class=""fa fa-book""></i>",True,,,,True,PIS200002,2021-12-14 11:18:09.047,
175,,,,10.0,ProjectExecn,Del_POC,True,PIS200002,2021-12-03 18:35:47.203,
204,,,,23.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.263,
422,,,,36.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:22:11.710,
211,,,,15.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.123,
310,,,,28.0,COE,ViewToUser,True,PIS02419,2022-03-22 10:51:56.007,
